occupancy,consumption_kwh,orientation,size_wdc,battery_kwh,pv_kwh,pv_over_cons,direct_kwh,exported_kwh,charged_kwh,discharged_kwh,self_consumption_fraction,effective_savings_fraction,savings_usd,savings_usd_if_100pct
away,7000,t90_sw,1600,2,1251.8,0.179,675.4,168.8,407.5,366.8,0.8651,0.8326,365,438
away,7000,t90_e,400,0,240.9,0.034,236.4,4.5,0.0,0.0,0.9813,0.9813,83,84
away,7000,t90_e,400,1,240.9,0.034,236.4,0.0,4.5,4.1,1.0000,0.9981,84,84
away,7000,t90_e,400,2,240.9,0.034,236.4,0.0,4.5,4.1,1.0000,0.9981,84,84
away,7000,t90_e,800,0,481.8,0.069,435.2,46.7,0.0,0.0,0.9031,0.9031,152,169
away,7000,t90_e,800,1,481.8,0.069,435.2,0.1,46.6,42.0,0.9999,0.9902,167,169
away,7000,t90_e,800,2,481.8,0.069,435.2,0.0,46.7,42.0,1.0000,0.9903,167,169
away,7000,t90_e,1200,0,722.8,0.103,620.9,101.9,0.0,0.0,0.8591,0.8591,217,253
away,7000,t90_e,1200,1,722.8,0.103,620.9,2.3,99.6,89.6,0.9968,0.9830,249,253
away,7000,t90_e,1200,2,722.8,0.103,620.9,0.1,101.8,91.6,0.9999,0.9858,249,253
away,7000,t90_e,1600,0,963.7,0.138,783.7,180.0,0.0,0.0,0.8133,0.8133,274,337
away,7000,t90_e,1600,1,963.7,0.138,783.7,16.6,163.3,147.0,0.9827,0.9658,326,337
away,7000,t90_e,1600,2,963.7,0.138,783.7,1.6,178.4,160.5,0.9983,0.9798,330,337
away,7000,t90_w,400,0,229.7,0.033,215.5,14.2,0.0,0.0,0.9382,0.9382,75,80
away,7000,t90_w,400,1,229.7,0.033,215.5,0.0,14.2,12.8,1.0000,0.9938,80,80
away,7000,t90_w,400,2,229.7,0.033,215.5,0.0,14.2,12.8,1.0000,0.9938,80,80
away,7000,t90_w,800,0,459.3,0.066,357.1,102.2,0.0,0.0,0.7775,0.7775,125,161
away,7000,t90_w,800,1,459.3,0.066,357.1,0.8,101.4,91.2,0.9982,0.9761,157,161
away,7000,t90_w,800,2,459.3,0.066,357.1,0.0,102.2,92.0,1.0000,0.9777,157,161
away,7000,t90_w,1200,0,689.0,0.098,480.3,208.7,0.0,0.0,0.6971,0.6971,168,241
away,7000,t90_w,1200,1,689.0,0.098,480.3,39.1,169.6,152.7,0.9433,0.9186,222,241
away,7000,t90_w,1200,2,689.0,0.098,480.3,1.0,207.7,187.0,0.9986,0.9684,234,241
away,7000,t90_w,1600,0,918.7,0.131,591.6,327.1,0.0,0.0,0.6439,0.6439,207,322
away,7000,t90_w,1600,1,918.7,0.131,591.6,125.8,201.3,181.2,0.8630,0.8411,270,322
away,7000,t90_w,1600,2,918.7,0.131,591.6,17.5,309.6,278.6,0.9809,0.9472,305,322
