occupancy,consumption_kwh,orientation,size_wdc,battery_kwh,pv_kwh,pv_over_cons,direct_kwh,exported_kwh,charged_kwh,discharged_kwh,self_consumption_fraction,effective_savings_fraction,savings_usd,savings_usd_if_100pct
base,7000,t90_sw,1200,1,938.9,0.134,904.0,1.4,33.5,30.1,0.9986,0.9950,318,319
base,7000,t90_sw,1200,2,938.9,0.134,904.0,0.0,34.8,31.3,1.0000,0.9963,318,319
base,7000,t90_sw,1600,0,1251.8,0.179,1117.1,134.7,0.0,0.0,0.8924,0.8924,380,426
base,7000,t90_sw,1600,1,1251.8,0.179,1117.1,30.1,104.6,94.2,0.9760,0.9676,412,426
base,7000,t90_sw,1600,2,1251.8,0.179,1117.1,5.8,128.9,116.0,0.9954,0.9851,419,426
base,7000,t90_e,400,0,240.9,0.034,240.9,0.0,0.0,0.0,1.0000,1.0000,82,82
base,7000,t90_e,400,1,240.9,0.034,240.9,0.0,0.0,0.0,1.0000,1.0000,82,82
base,7000,t90_e,400,2,240.9,0.034,240.9,0.0,0.0,0.0,1.0000,1.0000,82,82
base,7000,t90_e,800,0,481.8,0.069,481.7,0.1,0.0,0.0,0.9998,0.9998,164,164
base,7000,t90_e,800,1,481.8,0.069,481.7,0.0,0.1,0.1,1.0000,1.0000,164,164
base,7000,t90_e,800,2,481.8,0.069,481.7,0.0,0.1,0.1,1.0000,1.0000,164,164
base,7000,t90_e,1200,0,722.8,0.103,712.8,10.0,0.0,0.0,0.9862,0.9862,242,246
base,7000,t90_e,1200,1,722.8,0.103,712.8,0.0,10.0,9.0,1.0000,0.9986,245,246
base,7000,t90_e,1200,2,722.8,0.103,712.8,0.0,10.0,9.0,1.0000,0.9986,245,246
base,7000,t90_e,1600,0,963.7,0.138,894.5,69.2,0.0,0.0,0.9282,0.9282,304,328
base,7000,t90_e,1600,1,963.7,0.138,894.5,2.4,66.8,60.1,0.9975,0.9906,325,328
base,7000,t90_e,1600,2,963.7,0.138,894.5,0.0,69.2,62.3,1.0000,0.9928,325,328
base,7000,t90_w,400,0,229.7,0.033,229.7,0.0,0.0,0.0,1.0000,1.0000,78,78
base,7000,t90_w,400,1,229.7,0.033,229.7,0.0,0.0,0.0,1.0000,1.0000,78,78
base,7000,t90_w,400,2,229.7,0.033,229.7,0.0,0.0,0.0,1.0000,1.0000,78,78
base,7000,t90_w,800,0,459.3,0.066,459.3,0.0,0.0,0.0,1.0000,1.0000,156,156
base,7000,t90_w,800,1,459.3,0.066,459.3,0.0,0.0,0.0,1.0000,1.0000,156,156
base,7000,t90_w,800,2,459.3,0.066,459.3,0.0,0.0,0.0,1.0000,1.0000,156,156
base,7000,t90_w,1200,0,689.0,0.098,686.3,2.7,0.0,0.0,0.9962,0.9962,233,234
base,7000,t90_w,1200,1,689.0,0.098,686.3,0.0,2.7,2.4,1.0000,0.9996,234,234
base,7000,t90_w,1200,2,689.0,0.098,686.3,0.0,2.7,2.4,1.0000,0.9996,234,234
base,7000,t90_w,1600,0,918.7,0.131,888.8,29.9,0.0,0.0,0.9675,0.9675,302,312
base,7000,t90_w,1600,1,918.7,0.131,888.8,0.4,29.5,26.5,0.9995,0.9963,311,312
base,7000,t90_w,1600,2,918.7,0.131,888.8,0.0,29.9,26.9,1.0000,0.9967,311,312
wfh,2400,t90_s,400,0,336.5,0.140,329.0,7.5,0.0,0.0,0.9777,0.9777,112,114
wfh,2400,t90_s,400,1,336.5,0.140,329.0,0.0,7.5,6.7,1.0000,0.9978,114,114
wfh,2400,t90_s,400,2,336.5,0.140,329.0,0.0,7.5,6.7,1.0000,0.9978,114,114
wfh,2400,t90_s,800,0,673.0,0.280,544.4,128.6,0.0,0.0,0.8090,0.8090,185,229
wfh,2400,t90_s,800,1,673.0,0.280,544.4,29.5,99.0,89.1,0.9561,0.9414,215,229
wfh,2400,t90_s,800,2,673.0,0.280,544.4,3.8,124.8,112.3,0.9944,0.9758,223,229
wfh,2400,t90_s,1200,0,1009.5,0.421,670.2,339.4,0.0,0.0,0.6638,0.6638,228,343
wfh,2400,t90_s,1200,1,1009.5,0.421,670.2,170.1,169.3,152.4,0.8316,0.8148,280,343
wfh,2400,t90_s,1200,2,1009.5,0.421,670.2,75.3,264.0,237.6,0.9254,0.8992,309,343
wfh,2400,t90_s,1600,0,1346.0,0.561,755.8,590.2,0.0,0.0,0.5615,0.5615,257,458
wfh,2400,t90_s,1600,1,1346.0,0.561,755.8,369.4,220.8,198.7,0.7255,0.7091,325,458
wfh,2400,t90_s,1600,2,1346.0,0.561,755.8,230.4,359.8,323.8,0.8288,0.8021,367,458
wfh,2400,t35_s,400,0,518.1,0.216,502.4,15.7,0.0,0.0,0.9696,0.9696,171,176
wfh,2400,t35_s,400,1,518.1,0.216,502.4,0.0,15.7,14.2,1.0000,0.9970,176,176
wfh,2400,t35_s,400,2,518.1,0.216,502.4,0.0,15.7,14.2,1.0000,0.9970,176,176
wfh,2400,t35_s,800,0,1036.2,0.432,767.2,269.0,0.0,0.0,0.7404,0.7404,261,352
wfh,2400,t35_s,800,1,1036.2,0.432,767.2,68.9,200.2,180.1,0.9335,0.9142,322,352
wfh,2400,t35_s,800,2,1036.2,0.432,767.2,6.9,262.2,235.9,0.9934,0.9681,341,352
wfh,2400,t35_s,1200,0,1554.3,0.648,879.8,674.5,0.0,0.0,0.5660,0.5660,299,528
wfh,2400,t35_s,1200,1,1554.3,0.648,879.8,385.2,289.4,260.4,0.7522,0.7336,388,528
wfh,2400,t35_s,1200,2,1554.3,0.648,879.8,181.2,493.3,444.0,0.8834,0.8517,450,528
wfh,2400,t35_s,1600,0,2072.4,0.864,948.9,1123.5,0.0,0.0,0.4579,0.4579,323,705
wfh,2400,t35_s,1600,1,2072.4,0.864,948.9,802.7,320.7,288.7,0.6127,0.5972,421,705
wfh,2400,t35_s,1600,2,2072.4,0.864,948.9,537.2,586.3,527.6,0.7408,0.7125,502,705
wfh,2400,t60_s,400,0,466.5,0.194,451.8,14.7,0.0,0.0,0.9685,0.9685,154,159
wfh,2400,t60_s,400,1,466.5,0.194,451.8,0.0,14.7,13.2,1.0000,0.9969,158,159
wfh,2400,t60_s,400,2,466.5,0.194,451.8,0.0,14.7,13.2,1.0000,0.9969,158,159
wfh,2400,t60_s,800,0,933.0,0.389,699.8,233.2,0.0,0.0,0.7500,0.7500,238,317
wfh,2400,t60_s,800,1,933.0,0.389,699.8,65.1,168.1,151.3,0.9302,0.9122,289,317
wfh,2400,t60_s,800,2,933.0,0.389,699.8,8.3,224.9,202.4,0.9911,0.9670,307,317
wfh,2400,t60_s,1200,0,1399.5,0.583,814.0,585.5,0.0,0.0,0.5816,0.5816,277,476
wfh,2400,t60_s,1200,1,1399.5,0.583,814.0,319.5,266.0,239.4,0.7717,0.7527,358,476
wfh,2400,t60_s,1200,2,1399.5,0.583,814.0,153.9,431.6,388.4,0.8900,0.8592,409,476
wfh,2400,t60_s,1600,0,1866.0,0.777,881.7,984.3,0.0,0.0,0.4725,0.4725,300,634
wfh,2400,t60_s,1600,1,1866.0,0.777,881.7,676.2,308.0,277.2,0.6376,0.6211,394,634
wfh,2400,t60_s,1600,2,1866.0,0.777,881.7,438.2,546.1,491.5,0.7652,0.7359,467,634
wfh,2400,t90_sw,400,0,313.0,0.130,307.9,5.0,0.0,0.0,0.9839,0.9839,105,106
wfh,2400,t90_sw,400,1,313.0,0.130,307.9,0.0,5.0,4.5,1.0000,0.9984,106,106
wfh,2400,t90_sw,400,2,313.0,0.130,307.9,0.0,5.0,4.5,1.0000,0.9984,106,106
wfh,2400,t90_sw,800,0,625.9,0.261,531.9,94.0,0.0,0.0,0.8498,0.8498,181,213
wfh,2400,t90_sw,800,1,625.9,0.261,531.9,10.0,84.1,75.7,0.9841,0.9707,207,213
wfh,2400,t90_sw,800,2,625.9,0.261,531.9,0.6,93.4,84.0,0.9990,0.9840,209,213
wfh,2400,t90_sw,1200,0,938.9,0.391,671.0,267.8,0.0,0.0,0.7147,0.7147,228,319
wfh,2400,t90_sw,1200,1,938.9,0.391,671.0,95.0,172.8,155.5,0.8988,0.8804,281,319
wfh,2400,t90_sw,1200,2,938.9,0.391,671.0,22.3,245.5,221.0,0.9762,0.9501,303,319
wfh,2400,t90_sw,1600,0,1251.8,0.522,766.5,485.3,0.0,0.0,0.6123,0.6123,261,426
wfh,2400,t90_sw,1600,1,1251.8,0.522,766.5,252.8,232.5,209.2,0.7980,0.7795,332,426
wfh,2400,t90_sw,1600,2,1251.8,0.522,766.5,116.0,369.3,332.4,0.9074,0.8779,374,426
wfh,2400,t90_e,400,0,240.9,0.100,235.2,5.7,0.0,0.0,0.9764,0.9764,80,82
wfh,2400,t90_e,400,1,240.9,0.100,235.2,0.0,5.7,5.1,1.0000,0.9976,82,82
wfh,2400,t90_e,400,2,240.9,0.100,235.2,0.0,5.7,5.1,1.0000,0.9976,82,82
wfh,2400,t90_e,800,0,481.8,0.201,385.8,96.0,0.0,0.0,0.8007,0.8007,131,164
wfh,2400,t90_e,800,1,481.8,0.201,385.8,0.6,95.4,85.9,0.9987,0.9789,160,164
wfh,2400,t90_e,800,2,481.8,0.201,385.8,0.0,96.0,86.4,1.0000,0.9801,161,164
wfh,2400,t90_e,1200,0,722.8,0.301,480.8,241.9,0.0,0.0,0.6653,0.6653,163,246
wfh,2400,t90_e,1200,1,722.8,0.301,480.8,41.7,200.2,180.2,0.9423,0.9146,225,246
wfh,2400,t90_e,1200,2,722.8,0.301,480.8,1.5,240.5,216.4,0.9979,0.9647,237,246
wfh,2400,t90_e,1600,0,963.7,0.402,553.4,410.3,0.0,0.0,0.5743,0.5743,188,328
wfh,2400,t90_e,1600,1,963.7,0.402,553.4,163.1,247.2,222.5,0.8308,0.8051,264,328
wfh,2400,t90_e,1600,2,963.7,0.402,553.4,30.2,380.1,342.1,0.9687,0.9292,304,328
wfh,2400,t90_w,400,0,229.7,0.096,229.1,0.5,0.0,0.0,0.9977,0.9977,78,78
wfh,2400,t90_w,400,1,229.7,0.096,229.1,0.0,0.5,0.5,1.0000,0.9998,78,78
wfh,2400,t90_w,400,2,229.7,0.096,229.1,0.0,0.5,0.5,1.0000,0.9998,78,78
wfh,2400,t90_w,800,0,459.3,0.191,428.9,30.4,0.0,0.0,0.9338,0.9338,146,156
wfh,2400,t90_w,800,1,459.3,0.191,428.9,0.1,30.3,27.3,0.9998,0.9932,155,156
wfh,2400,t90_w,800,2,459.3,0.191,428.9,0.0,30.4,27.4,1.0000,0.9934,155,156
wfh,2400,t90_w,1200,0,689.0,0.287,566.8,122.2,0.0,0.0,0.8227,0.8227,193,234
wfh,2400,t90_w,1200,1,689.0,0.287,566.8,9.9,112.3,101.0,0.9856,0.9693,227,234
wfh,2400,t90_w,1200,2,689.0,0.287,566.8,0.5,121.6,109.5,0.9992,0.9816,230,234
wfh,2400,t90_w,1600,0,918.7,0.383,663.9,254.7,0.0,0.0,0.7227,0.7227,226,312
wfh,2400,t90_w,1600,1,918.7,0.383,663.9,59.7,195.0,175.5,0.9350,0.9138,285,312
wfh,2400,t90_w,1600,2,918.7,0.383,663.9,8.1,246.6,221.9,0.9911,0.9643,301,312
wfh,3400,t90_s,400,0,336.5,0.099,335.9,0.6,0.0,0.0,0.9981,0.9981,114,114
wfh,3400,t90_s,400,1,336.5,0.099,335.9,0.0,0.6,0.6,1.0000,0.9998,114,114
wfh,3400,t90_s,400,2,336.5,0.099,335.9,0.0,0.6,0.6,1.0000,0.9998,114,114
wfh,3400,t90_s,800,0,673.0,0.198,612.1,60.9,0.0,0.0,0.9095,0.9095,208,229
wfh,3400,t90_s,800,1,673.0,0.198,612.1,8.3,52.6,47.4,0.9877,0.9799,224,229
wfh,3400,t90_s,800,2,673.0,0.198,612.1,0.3,60.6,54.5,0.9995,0.9905,227,229
wfh,3400,t90_s,1200,0,1009.5,0.297,779.1,230.5,0.0,0.0,0.7717,0.7717,265,343
wfh,3400,t90_s,1200,1,1009.5,0.297,779.1,98.4,132.1,118.9,0.9025,0.8895,305,343
wfh,3400,t90_s,1200,2,1009.5,0.297,779.1,31.8,198.7,178.8,0.9685,0.9488,326,343
wfh,3400,t90_s,1600,0,1346.0,0.396,899.7,446.3,0.0,0.0,0.6684,0.6684,306,458
wfh,3400,t90_s,1600,1,1346.0,0.396,899.7,265.1,181.2,163.1,0.8030,0.7896,361,458
wfh,3400,t90_s,1600,2,1346.0,0.396,899.7,151.4,294.9,265.4,0.8875,0.8656,396,458
wfh,3400,t35_s,400,0,518.1,0.152,516.8,1.3,0.0,0.0,0.9976,0.9976,176,176
wfh,3400,t35_s,400,1,518.1,0.152,516.8,0.0,1.3,1.1,1.0000,0.9998,176,176
wfh,3400,t35_s,400,2,518.1,0.152,516.8,0.0,1.3,1.1,1.0000,0.9998,176,176
wfh,3400,t35_s,800,0,1036.2,0.305,897.9,138.3,0.0,0.0,0.8665,0.8665,305,352
wfh,3400,t35_s,800,1,1036.2,0.305,897.9,17.6,120.7,108.6,0.9830,0.9714,342,352
wfh,3400,t35_s,800,2,1036.2,0.305,897.9,0.3,138.0,124.2,0.9997,0.9864,348,352
wfh,3400,t35_s,1200,0,1554.3,0.457,1080.9,473.4,0.0,0.0,0.6954,0.6954,367,528
wfh,3400,t35_s,1200,1,1554.3,0.457,1080.9,225.9,247.5,222.8,0.8547,0.8387,443,528
wfh,3400,t35_s,1200,2,1554.3,0.457,1080.9,77.4,396.0,356.4,0.9502,0.9247,489,528
wfh,3400,t35_s,1600,0,2072.4,0.610,1188.4,884.0,0.0,0.0,0.5735,0.5735,404,705
wfh,3400,t35_s,1600,1,2072.4,0.610,1188.4,584.3,299.7,269.8,0.7181,0.7036,496,705
wfh,3400,t35_s,1600,2,2072.4,0.610,1188.4,355.0,529.0,476.1,0.8287,0.8032,566,705
wfh,3400,t60_s,400,0,466.5,0.137,465.1,1.4,0.0,0.0,0.9970,0.9970,158,159
wfh,3400,t60_s,400,1,466.5,0.137,465.1,0.0,1.4,1.2,1.0000,0.9997,159,159
wfh,3400,t60_s,400,2,466.5,0.137,465.1,0.0,1.4,1.2,1.0000,0.9997,159,159
wfh,3400,t60_s,800,0,933.0,0.274,809.5,123.5,0.0,0.0,0.8677,0.8677,275,317
wfh,3400,t60_s,800,1,933.0,0.274,809.5,17.7,105.8,95.2,0.9810,0.9697,308,317
wfh,3400,t60_s,800,2,933.0,0.274,809.5,1.0,122.5,110.2,0.9990,0.9858,313,317
wfh,3400,t60_s,1200,0,1399.5,0.412,989.0,410.5,0.0,0.0,0.7067,0.7067,336,476
wfh,3400,t60_s,1200,1,1399.5,0.412,989.0,193.6,216.8,195.1,0.8616,0.8462,403,476
wfh,3400,t60_s,1200,2,1399.5,0.412,989.0,76.1,334.4,300.9,0.9456,0.9218,439,476
wfh,3400,t60_s,1600,0,1866.0,0.549,1097.1,768.9,0.0,0.0,0.5880,0.5880,373,634
wfh,3400,t60_s,1600,1,1866.0,0.549,1097.1,490.6,278.2,250.4,0.7371,0.7221,458,634
wfh,3400,t60_s,1600,2,1866.0,0.549,1097.1,292.9,475.9,428.3,0.8430,0.8175,519,634
wfh,3400,t90_sw,400,0,313.0,0.092,312.5,0.4,0.0,0.0,0.9987,0.9987,106,106
wfh,3400,t90_sw,400,1,313.0,0.092,312.5,0.0,0.4,0.4,1.0000,0.9999,106,106
wfh,3400,t90_sw,400,2,313.0,0.092,312.5,0.0,0.4,0.4,1.0000,0.9999,106,106
wfh,3400,t90_sw,800,0,625.9,0.184,583.0,42.9,0.0,0.0,0.9314,0.9314,198,213
wfh,3400,t90_sw,800,1,625.9,0.184,583.0,2.4,40.6,36.5,0.9962,0.9897,211,213
wfh,3400,t90_sw,800,2,625.9,0.184,583.0,0.0,42.9,38.7,1.0000,0.9931,211,213
wfh,3400,t90_sw,1200,0,938.9,0.276,765.7,173.2,0.0,0.0,0.8155,0.8155,260,319
wfh,3400,t90_sw,1200,1,938.9,0.276,765.7,44.7,128.5,115.6,0.9524,0.9387,300,319
wfh,3400,t90_sw,1200,2,938.9,0.276,765.7,8.0,165.2,148.7,0.9915,0.9739,311,319
wfh,3400,t90_sw,1600,0,1251.8,0.368,899.0,352.9,0.0,0.0,0.7181,0.7181,306,426
wfh,3400,t90_sw,1600,1,1251.8,0.368,899.0,165.9,187.0,168.3,0.8675,0.8526,363,426
wfh,3400,t90_sw,1600,2,1251.8,0.368,899.0,62.9,290.0,261.0,0.9498,0.9266,394,426
wfh,3400,t90_e,400,0,240.9,0.071,240.7,0.2,0.0,0.0,0.9990,0.9990,82,82
wfh,3400,t90_e,400,1,240.9,0.071,240.7,0.0,0.2,0.2,1.0000,0.9999,82,82
wfh,3400,t90_e,400,2,240.9,0.071,240.7,0.0,0.2,0.2,1.0000,0.9999,82,82
wfh,3400,t90_e,800,0,481.8,0.142,439.5,42.4,0.0,0.0,0.9120,0.9120,149,164
wfh,3400,t90_e,800,1,481.8,0.142,439.5,0.0,42.4,38.2,1.0000,0.9912,162,164
wfh,3400,t90_e,800,2,481.8,0.142,439.5,0.0,42.4,38.2,1.0000,0.9912,162,164
wfh,3400,t90_e,1200,0,722.8,0.213,566.2,156.6,0.0,0.0,0.7833,0.7833,192,246
wfh,3400,t90_e,1200,1,722.8,0.213,566.2,10.7,145.9,131.3,0.9852,0.9650,237,246
wfh,3400,t90_e,1200,2,722.8,0.213,566.2,0.1,156.6,140.9,0.9999,0.9783,240,246
wfh,3400,t90_e,1600,0,963.7,0.283,658.9,304.8,0.0,0.0,0.6837,0.6837,224,328
wfh,3400,t90_e,1600,1,963.7,0.283,658.9,88.2,216.6,195.0,0.9085,0.8860,290,328
wfh,3400,t90_e,1600,2,963.7,0.283,658.9,8.3,296.5,266.9,0.9914,0.9606,315,328
wfh,3400,t90_w,400,0,229.7,0.068,229.7,0.0,0.0,0.0,1.0000,1.0000,78,78
wfh,3400,t90_w,400,1,229.7,0.068,229.7,0.0,0.0,0.0,1.0000,1.0000,78,78
wfh,3400,t90_w,400,2,229.7,0.068,229.7,0.0,0.0,0.0,1.0000,1.0000,78,78
wfh,3400,t90_w,800,0,459.3,0.135,451.8,7.5,0.0,0.0,0.9836,0.9836,154,156
wfh,3400,t90_w,800,1,459.3,0.135,451.8,0.0,7.5,6.8,1.0000,0.9984,156,156
wfh,3400,t90_w,800,2,459.3,0.135,451.8,0.0,7.5,6.8,1.0000,0.9984,156,156
wfh,3400,t90_w,1200,0,689.0,0.203,628.2,60.8,0.0,0.0,0.9118,0.9118,214,234
wfh,3400,t90_w,1200,1,689.0,0.203,628.2,1.7,59.1,53.2,0.9975,0.9889,232,234
wfh,3400,t90_w,1200,2,689.0,0.203,628.2,0.0,60.8,54.7,1.0000,0.9912,232,234
wfh,3400,t90_w,1600,0,918.7,0.270,762.3,156.3,0.0,0.0,0.8298,0.8298,259,312
wfh,3400,t90_w,1600,1,918.7,0.270,762.3,23.6,132.7,119.4,0.9743,0.9598,300,312
wfh,3400,t90_w,1600,2,918.7,0.270,762.3,2.2,154.2,138.8,0.9977,0.9809,306,312
wfh,4200,t90_s,400,0,336.5,0.080,336.5,0.0,0.0,0.0,1.0000,1.0000,114,114
wfh,4200,t90_s,400,1,336.5,0.080,336.5,0.0,0.0,0.0,1.0000,1.0000,114,114
wfh,4200,t90_s,400,2,336.5,0.080,336.5,0.0,0.0,0.0,1.0000,1.0000,114,114
wfh,4200,t90_s,800,0,673.0,0.160,644.4,28.6,0.0,0.0,0.9574,0.9574,219,229
wfh,4200,t90_s,800,1,673.0,0.160,644.4,2.3,26.4,23.7,0.9966,0.9927,227,229
wfh,4200,t90_s,800,2,673.0,0.160,644.4,0.0,28.6,25.8,1.0000,0.9957,228,229
wfh,4200,t90_s,1200,0,1009.5,0.240,846.0,163.6,0.0,0.0,0.8380,0.8380,288,343
wfh,4200,t90_s,1200,1,1009.5,0.240,846.0,57.1,106.5,95.8,0.9435,0.9329,320,343
wfh,4200,t90_s,1200,2,1009.5,0.240,846.0,14.9,148.7,133.8,0.9852,0.9705,333,343
wfh,4200,t90_s,1600,0,1346.0,0.320,989.6,356.4,0.0,0.0,0.7352,0.7352,336,458
wfh,4200,t90_s,1600,1,1346.0,0.320,989.6,198.5,157.9,142.1,0.8525,0.8408,385,458
wfh,4200,t90_s,1600,2,1346.0,0.320,989.6,102.9,253.6,228.2,0.9236,0.9047,414,458
wfh,4200,t35_s,400,0,518.1,0.123,518.1,0.0,0.0,0.0,1.0000,1.0000,176,176
wfh,4200,t35_s,400,1,518.1,0.123,518.1,0.0,0.0,0.0,1.0000,1.0000,176,176
wfh,4200,t35_s,400,2,518.1,0.123,518.1,0.0,0.0,0.0,1.0000,1.0000,176,176
wfh,4200,t35_s,800,0,1036.2,0.247,966.2,70.0,0.0,0.0,0.9324,0.9324,329,352
wfh,4200,t35_s,800,1,1036.2,0.247,966.2,3.0,67.0,60.3,0.9971,0.9907,349,352
wfh,4200,t35_s,800,2,1036.2,0.247,966.2,0.0,70.0,63.0,1.0000,0.9932,350,352
wfh,4200,t35_s,1200,0,1554.3,0.370,1207.5,346.8,0.0,0.0,0.7769,0.7769,411,528
wfh,4200,t35_s,1200,1,1554.3,0.370,1207.5,136.2,210.6,189.6,0.9124,0.8988,475,528
wfh,4200,t35_s,1200,2,1554.3,0.370,1207.5,33.4,313.4,282.1,0.9785,0.9584,506,528
wfh,4200,t35_s,1600,0,2072.4,0.493,1352.9,719.5,0.0,0.0,0.6528,0.6528,460,705
wfh,4200,t35_s,1600,1,2072.4,0.493,1352.9,442.2,277.3,249.6,0.7866,0.7733,545,705
wfh,4200,t35_s,1600,2,2072.4,0.493,1352.9,241.9,477.6,429.9,0.8833,0.8602,606,705
wfh,4200,t60_s,400,0,466.5,0.111,466.5,0.0,0.0,0.0,1.0000,1.0000,159,159
wfh,4200,t60_s,400,1,466.5,0.111,466.5,0.0,0.0,0.0,1.0000,1.0000,159,159
wfh,4200,t60_s,400,2,466.5,0.111,466.5,0.0,0.0,0.0,1.0000,1.0000,159,159
wfh,4200,t60_s,800,0,933.0,0.222,868.0,65.0,0.0,0.0,0.9303,0.9303,295,317
wfh,4200,t60_s,800,1,933.0,0.222,868.0,4.6,60.4,54.4,0.9951,0.9886,314,317
wfh,4200,t60_s,800,2,933.0,0.222,868.0,0.0,65.0,58.5,1.0000,0.9930,315,317
wfh,4200,t60_s,1200,0,1399.5,0.333,1096.0,303.5,0.0,0.0,0.7832,0.7832,373,476
wfh,4200,t60_s,1200,1,1399.5,0.333,1096.0,124.7,178.8,160.9,0.9109,0.8981,427,476
wfh,4200,t60_s,1200,2,1399.5,0.333,1096.0,35.5,268.0,241.2,0.9747,0.9555,455,476
wfh,4200,t60_s,1600,0,1866.0,0.444,1240.7,625.3,0.0,0.0,0.6649,0.6649,422,634
wfh,4200,t60_s,1600,1,1866.0,0.444,1240.7,373.9,251.4,226.3,0.7996,0.7862,499,634
wfh,4200,t60_s,1600,2,1866.0,0.444,1240.7,210.2,415.1,373.6,0.8874,0.8651,549,634
wfh,4200,t90_sw,400,0,313.0,0.075,313.0,0.0,0.0,0.0,1.0000,1.0000,106,106
wfh,4200,t90_sw,400,1,313.0,0.075,313.0,0.0,0.0,0.0,1.0000,1.0000,106,106
wfh,4200,t90_sw,400,2,313.0,0.075,313.0,0.0,0.0,0.0,1.0000,1.0000,106,106
wfh,4200,t90_sw,800,0,625.9,0.149,606.3,19.6,0.0,0.0,0.9687,0.9687,206,213
wfh,4200,t90_sw,800,1,625.9,0.149,606.3,0.4,19.2,17.2,0.9993,0.9962,212,213
wfh,4200,t90_sw,800,2,625.9,0.149,606.3,0.0,19.6,17.6,1.0000,0.9969,212,213
wfh,4200,t90_sw,1200,0,938.9,0.224,818.9,119.9,0.0,0.0,0.8722,0.8722,278,319
wfh,4200,t90_sw,1200,1,938.9,0.224,818.9,21.6,98.3,88.5,0.9770,0.9665,309,319
wfh,4200,t90_sw,1200,2,938.9,0.224,818.9,3.7,116.2,104.6,0.9960,0.9836,314,319
wfh,4200,t90_sw,1600,0,1251.8,0.298,978.0,273.8,0.0,0.0,0.7813,0.7813,333,426
wfh,4200,t90_sw,1600,1,1251.8,0.298,978.0,113.5,160.2,144.2,0.9093,0.8965,382,426
wfh,4200,t90_sw,1600,2,1251.8,0.298,978.0,34.6,239.1,215.2,0.9723,0.9532,406,426
wfh,4200,t90_e,400,0,240.9,0.057,240.9,0.0,0.0,0.0,1.0000,1.0000,82,82
wfh,4200,t90_e,400,1,240.9,0.057,240.9,0.0,0.0,0.0,1.0000,1.0000,82,82
wfh,4200,t90_e,400,2,240.9,0.057,240.9,0.0,0.0,0.0,1.0000,1.0000,82,82
wfh,4200,t90_e,800,0,481.8,0.115,464.2,17.6,0.0,0.0,0.9634,0.9634,158,164
wfh,4200,t90_e,800,1,481.8,0.115,464.2,0.0,17.6,15.9,1.0000,0.9963,163,164
wfh,4200,t90_e,800,2,481.8,0.115,464.2,0.0,17.6,15.9,1.0000,0.9963,163,164
wfh,4200,t90_e,1200,0,722.8,0.172,619.3,103.5,0.0,0.0,0.8568,0.8568,211,246
wfh,4200,t90_e,1200,1,722.8,0.172,619.3,3.0,100.5,90.5,0.9959,0.9820,241,246
wfh,4200,t90_e,1200,2,722.8,0.172,619.3,0.0,103.5,93.1,1.0000,0.9857,242,246
wfh,4200,t90_e,1600,0,963.7,0.229,729.0,234.7,0.0,0.0,0.7564,0.7564,248,328
wfh,4200,t90_e,1600,1,963.7,0.229,729.0,47.9,186.9,168.2,0.9503,0.9310,305,328
wfh,4200,t90_e,1600,2,963.7,0.229,729.0,2.8,231.9,208.7,0.9971,0.9730,319,328
wfh,4200,t90_w,400,0,229.7,0.055,229.7,0.0,0.0,0.0,1.0000,1.0000,78,78
wfh,4200,t90_w,400,1,229.7,0.055,229.7,0.0,0.0,0.0,1.0000,1.0000,78,78
wfh,4200,t90_w,400,2,229.7,0.055,229.7,0.0,0.0,0.0,1.0000,1.0000,78,78
wfh,4200,t90_w,800,0,459.3,0.109,457.2,2.2,0.0,0.0,0.9953,0.9953,155,156
wfh,4200,t90_w,800,1,459.3,0.109,457.2,0.0,2.2,2.0,1.0000,0.9995,156,156
wfh,4200,t90_w,800,2,459.3,0.109,457.2,0.0,2.2,2.0,1.0000,0.9995,156,156
wfh,4200,t90_w,1200,0,689.0,0.164,656.9,32.1,0.0,0.0,0.9534,0.9534,223,234
wfh,4200,t90_w,1200,1,689.0,0.164,656.9,0.4,31.7,28.5,0.9994,0.9948,233,234
wfh,4200,t90_w,1200,2,689.0,0.164,656.9,0.0,32.1,28.9,1.0000,0.9953,233,234
wfh,4200,t90_w,1600,0,918.7,0.219,813.7,105.0,0.0,0.0,0.8857,0.8857,277,312
wfh,4200,t90_w,1600,1,918.7,0.219,813.7,10.3,94.6,85.2,0.9888,0.9784,306,312
wfh,4200,t90_w,1600,2,918.7,0.219,813.7,0.6,104.4,94.0,0.9994,0.9880,309,312
wfh,7000,t90_s,400,0,336.5,0.048,336.5,0.0,0.0,0.0,1.0000,1.0000,114,114
wfh,7000,t90_s,400,1,336.5,0.048,336.5,0.0,0.0,0.0,1.0000,1.0000,114,114
wfh,7000,t90_s,400,2,336.5,0.048,336.5,0.0,0.0,0.0,1.0000,1.0000,114,114
wfh,7000,t90_s,800,0,673.0,0.096,672.6,0.4,0.0,0.0,0.9994,0.9994,229,229
wfh,7000,t90_s,800,1,673.0,0.096,672.6,0.0,0.4,0.4,1.0000,0.9999,229,229
wfh,7000,t90_s,800,2,673.0,0.096,672.6,0.0,0.4,0.4,1.0000,0.9999,229,229
wfh,7000,t90_s,1200,0,1009.5,0.144,979.3,30.3,0.0,0.0,0.9700,0.9700,333,343
wfh,7000,t90_s,1200,1,1009.5,0.144,979.3,4.1,26.2,23.6,0.9960,0.9934,341,343
